id_match,home_team,away_team,home_team_code,away_team_code,home_score,away_score,home_penalty,away_penalty,home_score_total,away_score_total,winner,winner_reason,year,date,date_time,utc_offset_hours,group_name,matchday_name,condition_humidity,condition_pitch,condition_temperature,condition_weather,condition_wind_speed,status,type,round,round_mode,match_attendance,stadium_id,stadium_country_code,stadium_capacity,stadium_latitude,stadium_longitude,stadium_pitch_length,stadium_pitch_width,goals,penalties_missed,penalties,red_cards,game_referees,stadium_city,stadium_name,stadium_name_media,stadium_name_official,stadium_name_event,stadium_name_sponsor
1128,Germany,Norway,GER,NOR,4.0,1.0,,,4.0,1.0,Germany,WIN_REGULAR,1989,1989-07-02,1989-07-02T09:00:00Z,2.0,,1,,,,,,FINISHED,SINGLE,FINAL,FINAL,21000.0,75586,GER,6241.0,52.2808222,8.0713,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 22, 'second': 1}, 'international_name': 'Ursula Lohn', 'club_shirt_name': 'Lohn', 'country_code': 'GER', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 36, 'second': 2}, 'international_name': 'Ursula Lohn', 'club_shirt_name': 'Lohn', 'country_code': 'GER', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 44, 'second': 3}, 'international_name': 'Heidi Mohr', 'club_shirt_name': 'Mohr', 'country_code': 'GER', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 53, 'second': 4}, 'international_name': 'Sissel Grude', 'club_shirt_name': 'Grude', 'country_code': 'NOR', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 75, 'second': 5}, 'international_name': 'Angelika Fehrmann', 'club_shirt_name': 'Fehrmann', 'country_code': 'GER', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Osnabruck,Bremer Brücke,Bremer Brücke,Bremer Brücke,Bremer Brücke,Bremer Brücke
1127,Italy,Sweden,ITA,SWE,1.0,1.0,,,1.0,2.0,Sweden,WIN_ON_EXTRA_TIME,1989,1989-06-30,1989-06-30T17:30:00Z,2.0,,1,,,,,,FINISHED,SINGLE,THIRD_PLAY_OFF,KNOCK_OUT,4000.0,75586,GER,6241.0,52.2808222,8.0713,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 27, 'second': 1}, 'international_name': 'Feriana Ferraguzzi', 'club_shirt_name': '', 'country_code': 'ITA', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 43, 'second': 2}, 'international_name': 'Pia Sundhage', 'club_shirt_name': 'Sundhage', 'country_code': 'SWE', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'EXTRA_TIME_FIRST_HALF', 'time': {'minute': 93, 'second': 3}, 'international_name': 'Helen Johansson', 'club_shirt_name': 'Johansson', 'country_code': 'SWE', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Osnabruck,Bremer Brücke,Bremer Brücke,Bremer Brücke,Bremer Brücke,Bremer Brücke
1124,Sweden,Norway,SWE,NOR,1.0,2.0,,,1.0,2.0,Norway,WIN_REGULAR,1989,1989-06-28,1989-06-28T17:30:00Z,2.0,,1,,,,,,FINISHED,SINGLE,SEMIFINAL,KNOCK_OUT,3000.0,250003439,GER,0.0,,,120.0,90.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 2, 'second': 1}, 'international_name': 'Linda Medalen', 'club_shirt_name': 'Medalen', 'country_code': 'NOR', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 53, 'second': 2}, 'international_name': 'Sissel Grude', 'club_shirt_name': 'Grude', 'country_code': 'NOR', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 54, 'second': 3}, 'international_name': 'Lena Videkull', 'club_shirt_name': '', 'country_code': 'SWE', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Lüdenscheid,Nattenberg-Stadion,Nattenberg-Stadion,Nattenberg-Stadion,Nattenberg-Stadion,Nattenberg-Stadion
1123,Germany,Italy,GER,ITA,1.0,1.0,4.0,3.0,1.0,1.0,Germany,WIN_ON_PENALTIES,1989,1989-06-28,1989-06-28T14:00:00Z,2.0,,1,,,,,,FINISHED,SINGLE,SEMIFINAL,KNOCK_OUT,8000.0,91300,GER,2072.0,50.8526306,8.0261139,105.0,68.0,"[{'phase': 'SECOND_HALF', 'time': {'minute': 59, 'second': 1}, 'international_name': 'Silvia Neid', 'club_shirt_name': 'Neid', 'country_code': 'GER', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 72, 'second': 2}, 'international_name': 'Elisabetta Vignotto', 'club_shirt_name': 'Vignotto', 'country_code': 'ITA', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,"[{'phase': 'PENALTY', 'time': {}, 'international_name': 'Marion Isbert', 'club_shirt_name': 'Isbert', 'country_code': 'GER', 'national_field_position': '', 'national_jersey_number': None, 'penalty_type': 'SCORED'}, {'phase': 'PENALTY', 'time': {}, 'international_name': 'Frauke Kuhlmann', 'club_shirt_name': 'Kuhlmann', 'country_code': 'GER', 'national_field_position': '', 'national_jersey_number': None, 'penalty_type': 'SCORED'}, {'phase': 'PENALTY', 'time': {}, 'international_name': 'Roswitha Bindl', 'club_shirt_name': 'Bindl', 'country_code': 'GER', 'national_field_position': '', 'national_jersey_number': None, 'penalty_type': 'SCORED'}, {'phase': 'PENALTY', 'time': {}, 'international_name': 'Doris Fitschen', 'club_shirt_name': 'Fitschen', 'country_code': 'GER', 'national_field_position': '', 'national_jersey_number': None, 'penalty_type': 'SCORED'}, {'phase': 'PENALTY', 'time': {}, 'international_name': 'Feriana Ferraguzzi', 'club_shirt_name': '', 'country_code': 'ITA', 'national_field_position': '', 'national_jersey_number': None, 'penalty_type': 'SCORED'}, {'phase': 'PENALTY', 'time': {}, 'international_name': ""Federica D'Astolfo"", 'club_shirt_name': ""D'astolfo"", 'country_code': 'ITA', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'penalty_type': 'SCORED'}, {'phase': 'PENALTY', 'time': {}, 'international_name': 'Carolina Morace', 'club_shirt_name': 'Morace', 'country_code': 'ITA', 'national_field_position': '', 'national_jersey_number': None, 'penalty_type': 'SCORED'}]",,[],Siegen,Leimbach,Leimbach,Leimbach,Leimbach,Leimbach
