id_match,home_team,away_team,home_team_code,away_team_code,home_score,away_score,home_penalty,away_penalty,home_score_total,away_score_total,winner,winner_reason,year,date,date_time,utc_offset_hours,group_name,matchday_name,condition_humidity,condition_pitch,condition_temperature,condition_weather,condition_wind_speed,status,type,round,round_mode,match_attendance,stadium_id,stadium_country_code,stadium_capacity,stadium_latitude,stadium_longitude,stadium_pitch_length,stadium_pitch_width,goals,penalties_missed,penalties,red_cards,game_referees,stadium_city,stadium_name,stadium_name_media,stadium_name_official,stadium_name_event,stadium_name_sponsor
54735,Norway,Sweden,NOR,SWE,2.0,1.0,,,2.0,1.0,Norway,WIN_REGULAR,1987,1987-06-14,1987-06-14T14:00:00Z,2.0,,1,,,,,,FINISHED,SINGLE,FINAL,FINAL,8408.0,62397,NOR,27184.0,59.9490472,10.7342139,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 28, 'second': 0}, 'international_name': 'Trude Stendal', 'club_shirt_name': 'Stendal', 'country_code': 'NOR', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 72, 'second': 0}, 'international_name': 'Trude Stendal', 'club_shirt_name': 'Stendal', 'country_code': 'NOR', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 75, 'second': 0}, 'international_name': 'Lena Videkull', 'club_shirt_name': '', 'country_code': 'SWE', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Oslo,Ullevaal Stadion,Ullevaal Stadion,Ullevaal Stadion,Ullevaal Stadion,Ullevaal Stadion
54734,England,Italy,ENG,ITA,1.0,2.0,,,1.0,2.0,Italy,WIN_REGULAR,1987,1987-06-13,1987-06-13T11:30:00Z,2.0,,1,,,,,,FINISHED,SINGLE,THIRD_PLAY_OFF,KNOCK_OUT,500.0,62256,NOR,6545.0,59.7344111,10.2013194,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 4, 'second': 0}, 'international_name': 'Kerry Davis', 'club_shirt_name': 'Davis', 'country_code': 'ENG', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'PENALTY'}, {'phase': 'FIRST_HALF', 'time': {'minute': 37, 'second': 0}, 'international_name': 'Carolina Morace', 'club_shirt_name': 'Morace', 'country_code': 'ITA', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 50, 'second': 0}, 'international_name': 'Elisabetta Vignotto', 'club_shirt_name': 'Vignotto', 'country_code': 'ITA', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Drammen,Marienlyst,Marienlyst,Marienlyst,Marienlyst Stadion,Marienlyst
54733,Sweden,England,SWE,ENG,2.0,2.0,,,3.0,2.0,Sweden,WIN_ON_EXTRA_TIME,1987,1987-06-11,1987-06-11T17:00:00Z,2.0,,1,,,,,,FINISHED,SINGLE,SEMIFINAL,KNOCK_OUT,300.0,63110,NOR,2470.0,59.4207583,10.6710111,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 7, 'second': 0}, 'international_name': 'Karin Åhman-Svensson', 'club_shirt_name': 'Ahman-Svensson', 'country_code': 'SWE', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 31, 'second': 0}, 'international_name': 'Marieanne Spacey', 'club_shirt_name': 'Spacey', 'country_code': 'ENG', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 42, 'second': 0}, 'international_name': 'Gillian Coultard', 'club_shirt_name': 'Coultard', 'country_code': 'ENG', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 53, 'second': 0}, 'international_name': 'Anette Börjesson', 'club_shirt_name': 'Börjesson', 'country_code': 'SWE', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'EXTRA_TIME_FIRST_HALF', 'time': {'minute': 100, 'second': 0}, 'international_name': 'Karin Åhman-Svensson', 'club_shirt_name': 'Ahman-Svensson', 'country_code': 'SWE', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Moss,Melløs,Melløs,Melløs,Melløs,Melløs
54732,Norway,Italy,NOR,ITA,2.0,0.0,,,2.0,0.0,Norway,WIN_REGULAR,1987,1987-06-11,1987-06-11T17:00:00Z,2.0,,1,,,,,,FINISHED,SINGLE,SEMIFINAL,KNOCK_OUT,4000.0,62397,NOR,27184.0,59.9490472,10.7342139,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 40, 'second': 0}, 'international_name': 'Trude Stendal', 'club_shirt_name': 'Stendal', 'country_code': 'NOR', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 78, 'second': 0}, 'international_name': 'Heidi Støre', 'club_shirt_name': 'Støre', 'country_code': 'NOR', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Oslo,Ullevaal Stadion,Ullevaal Stadion,Ullevaal Stadion,Ullevaal Stadion,Ullevaal Stadion
